"Occurrences","Word","Length","Freq_HAL","Log_Freq_HAL"
"1","emasculated","11","82","4.407"
"1","embalm","6","9","2.197"
"1","embalmment","10","2","0.693"
"1","embank","6","0","0.000"
"1","embankment","10","142","4.956"
"1","embargo","7","3,228","8.080"
"1","embark","6","469","6.151"
"1","embarked","8","419","6.038"
"1","embarrassed","11","2,986","8.002"
"1","embezzle","8","21","3.045"
"1","emblazon","8","6","1.792"
"1","embodiments","11","46","3.829"
"1","embodying","9","112","4.718"
"1","emboldened","10","151","5.017"
"1","emboss","6","35","3.555"
"1","embrace","7","3,151","8.055"
"1","embracing","9","676","6.516"
"1","embroidered","11","357","5.878"
"1","embroideries","12","58","4.060"
"1","embroidery","10","925","6.830"
"1","embroil","7","14","2.639"
"1","embryo","6","1,557","7.351"
"1","emergencies","11","987","6.895"
"1","emergency","9","13,361","9.500"
"1","emerging","8","5,797","8.665"
"1","emigrating","10","104","4.644"
"1","eminence","8","139","4.934"
"1","eminent","7","767","6.642"
"1","emit","4","1,140","7.039"
"1","emitted","7","990","6.898"
"1","Emma's","6","93","4.533"
"1","Emmanuel","8","927","6.832"
"1","emollient","9","5","1.609"
"1","emotion","7","4,530","8.418"
"1","emotionality","12","30","3.401"
"1","emotionally","11","3,528","8.168"
"1","emphasized","10","1,865","7.531"
"1","emphatically","12","706","6.560"
"1","empire","6","16,228","9.694"
"1","empirical","9","2,679","7.893"
"1","empirically","11","648","6.474"
"1","empiricism","10","230","5.438"
"1","empiricist","10","118","4.771"
"1","employers","9","13,155","9.485"
"1","employing","9","1,501","7.314"
"1","emptiness","9","1,231","7.116"
"1","emulation","9","7,378","8.906"
"1","emulsified","10","13","2.565"
"1","enact","5","816","6.704"
"1","enacted","7","2,791","7.934"
"1","enactment","9","607","6.409"
"1","enamel","6","334","5.811"
"1","enameling","9","21","3.045"
"1","enamelware","10","2","0.693"
"1","enamour","7","4","1.386"
"1","encampment","10","152","5.024"
"1","enchanter","9","572","6.349"
"1","enchanting","10","238","5.472"
"1","enchantingly","12","3","1.099"
"1","enchantment","11","3,440","8.143"
"1","enchantress","11","2,202","7.697"
"1","enciphered","10","47","3.850"
"1","encircled","9","236","5.464"
"1","enclave","7","588","6.377"
"1","enclaves","8","255","5.541"
"1","enclose","7","1,926","7.563"
"1","encloses","8","67","4.205"
"1","enclosing","9","610","6.413"
"1","encode","6","1,762","7.474"
"1","encompasses","11","1,009","6.917"
"1","encore","6","2,173","7.684"
"1","encourage","9","16,191","9.692"
"1","encumbered","10","170","5.136"
"1","encyclopedias","13","337","5.820"
"1","endangered","10","2,770","7.927"
"1","endings","7","1,582","7.366"
"1","endless","7","6,157","8.725"
"1","endocrine","9","184","5.215"
"1","endorsement","11","2,140","7.669"
"1","endowed","7","1,056","6.962"
"1","endowments","10","191","5.252"
"1","ends","4","27,525","10.223"
"1","endure","6","1,860","7.528"
"1","energetic","9","1,991","7.596"
"1","energies","8","1,907","7.553"
"1","energizes","9","48","3.871"
"1","energy","6","58,596","10.978"
"1","enfeeble","8","4","1.386"
"1","enfranchise","11","13","2.565"
"1","engage","6","7,331","8.900"
"1","engagement","10","2,508","7.827"
"1","engages","7","767","6.642"
"1","engendered","10","208","5.338"
"1","engine","6","39,577","10.586"
"1","engine's","8","179","5.187"
"1","engines","7","10,520","9.261"
"1","Englanders","10","59","4.078"
"1","engravings","10","224","5.412"
"1","engross","7","6","1.792"
"1","engulfs","7","55","4.007"
"1","enhancing","9","1,668","7.419"
"1","enigma","6","1,995","7.598"
"1","enjoin","6","348","5.852"
"1","enlighten","9","3,100","8.039"
"1","enlightened","11","2,955","7.991"
"1","enlist","6","531","6.275"
"1","enmeshed","8","104","4.644"
"1","enormous","8","7,583","8.934"
"1","enormously","10","1,520","7.326"
"1","enraged","7","555","6.319"
"1","enraptured","10","119","4.779"
"1","enrich","6","749","6.619"
"1","enriched","8","823","6.713"
"1","enriching","9","237","5.468"
"1","enrichment","10","575","6.354"
"1","enrolled","8","1,667","7.419"
"1","enrollment","10","1,354","7.211"
"1","ensconced","9","135","4.905"
"1","ensemble","8","3,102","8.040"
"1","enshroud","8","5","1.609"
"1","enslaved","8","860","6.757"
"1","ensnare","7","45","3.807"
"1","ensued","6","393","5.974"
"1","ensuing","7","936","6.842"
"1","entered","7","15,287","9.635"
"1","enters","6","4,122","8.324"
"1","entertainers","12","446","6.100"
"1","entertaining","12","5,312","8.578"
"1","enthral","7","0","0.000"
"1","enthuse","7","16","2.773"
"1","enthusiasts","11","2,515","7.830"
"1","entice","6","480","6.174"
"1","enticements","11","13","2.565"
"1","entire","6","62,545","11.044"
"1","entirely","8","26,379","10.180"
"1","entities","8","6,504","8.780"
"1","entomb","6","21","3.045"
"1","entombed","8","219","5.389"
"1","entourage","9","284","5.649"
"1","entrails","8","317","5.759"
"1","entreat","7","27","3.296"
"1","entries","7","14,173","9.559"
"1","entropy","7","3,190","8.068"
"1","entrust","7","310","5.737"
"1","entwine","7","48","3.871"
"1","enumerated","10","603","6.402"
"1","enunciated","10","116","4.754"
"1","enunciation","11","67","4.205"
"1","envelop","7","372","5.919"
"1","envied","6","230","5.438"
"1","environment","11","70,839","11.168"
"1","environmentalism","16","315","5.753"
"1","environs","8","365","5.900"
"1","envisage","8","248","5.513"
"1","envisaged","9","284","5.649"
"1","envy","4","2,556","7.846"
"1","epicenter","9","265","5.580"
"1","epidemics","9","386","5.956"
"1","epidemiological","15","436","6.078"
"1","epiglottis","10","12","2.485"
"1","episode","7","31,294","10.351"
"1","epistemology","12","459","6.129"
"1","epithet","7","326","5.787"
"1","epitome","7","367","5.905"
"1","epitomize","9","53","3.970"
"1","epitomizes","10","110","4.700"
"1","equal","5","40,062","10.598"
"1","equalizing","10","176","5.170"
"1","equally","7","13,304","9.496"
"1","equanimity","10","108","4.682"
"1","equating","8","663","6.497"
"1","equation","8","7,382","8.907"
"1","equestrian","10","342","5.835"
"1","equidistant","11","89","4.489"
"1","equilibrated","12","13","2.565"
"1","equilibrium","11","3,598","8.188"
"1","equine","6","762","6.636"
"1","equipotent","10","6","1.792"
"1","equipped","8","5,475","8.608"
"1","equity","6","5,096","8.536"
"1","equivalence","11","937","6.843"
"1","era","3","15,136","9.625"
"1","eradicable","10","0","0.000"
"1","eradicate","9","744","6.612"
"1","erased","6","1,648","7.407"
"1","eraser","6","593","6.385"
"1","erasing","7","525","6.263"
"1","erasure","7","853","6.749"
"1","ere","3","446","6.100"
"1","erecting","8","198","5.288"
"1","erection","8","2,862","7.959"
"1","erects","6","55","4.007"
"1","ergonomic","9","709","6.564"
"1","erotic","6","5,350","8.585"
"1","eroticism","9","236","5.464"
"1","erroneous","9","1,876","7.537"
"1","erupted","7","773","6.650"
"1","erupting","8","218","5.384"
"1","eruption","8","2,905","7.974"
"1","escalate","8","504","6.223"
"1","escape's","8","4","1.386"
"1","escapee","7","54","3.989"
"1","escapist","8","105","4.654"
"1","escorted","8","786","6.667"
"1","especial","8","976","6.883"
"1","espousal","8","15","2.708"
"1","espouse","7","673","6.512"
"1","espousing","9","342","5.835"
"1","establish","9","13,482","9.509"
"1","established","11","24,142","10.092"
"1","establishing","12","5,254","8.567"
"1","estate","6","9,437","9.152"
"1","esthetic","8","164","5.100"
"1","estimating","10","1,036","6.943"
"1","estranging","10","7","1.946"
"1","estuaries","9","71","4.263"
"1","estuary","7","97","4.575"
"1","ethanol","7","675","6.515"
"1","Ethel","5","401","5.994"
"1","ether","5","1,704","7.441"
"1","ethically","9","651","6.479"
"1","ethnographer","12","46","3.829"
"1","ethnologist","11","12","2.485"
"1","ethnology","9","67","4.205"
"1","etiquette","9","2,411","7.788"
"1","eucalyptus","10","237","5.468"
"1","Euclid's","8","67","4.205"
"1","eulogize","8","8","2.079"
"1","eulogy","6","130","4.868"
"1","euphemism","9","502","6.219"
"1","euphemistic","11","46","3.829"
"1","eureka","6","2,851","7.955"
"1","eurhythmic","10","0","0.000"
"1","European","8","33,102","10.407"
"1","evade","5","785","6.666"
"1","evades","6","129","4.860"
"1","evaluated","9","4,657","8.446"
"1","evaporate","9","879","6.779"
"1","evaporation","11","655","6.485"
"1","evasive","7","636","6.455"
"1","eve","3","7,830","8.966"
"1","evenly","6","1,923","7.562"
"1","eventfully","10","0","0.000"
"1","events","6","40,305","10.604"
"1","eventual","8","2,227","7.708"
"1","eventualities","13","39","3.664"
"1","Everglades","10","166","5.112"
"1","evergreen","9","1,229","7.114"
"1","everlastingly","13","17","2.833"
"1","evermore","8","205","5.323"
"1","everyone","8","119,257","11.689"
"1","everything's","12","938","6.844"
"1","everywhere","10","14,825","9.604"
"1","eviction","8","219","5.389"
"1","evidenced","9","1,218","7.105"
"1","evidencing","10","22","3.091"
"1","evils","5","1,600","7.378"
"1","evince","6","55","4.007"
"1","eviscerate","10","52","3.951"
"1","evoke","5","576","6.356"
"1","evoked","6","370","5.914"
"1","evolutionary","12","3,720","8.221"
"1","evolutionists","13","353","5.866"
"1","ewe","3","418","6.035"
"1","exacerbated","11","406","6.006"
"1","exacerbations","13","91","4.511"
"1","exacts","6","48","3.871"
"1","exaggerations","13","157","5.056"
"1","exaltation","10","128","4.852"
"1","examination","11","4,756","8.467"
"1","examinations","12","780","6.659"
"1","example","7","139,009","11.842"
"1","exasperate","10","8","2.079"
"1","exasperating","12","84","4.431"
"1","exasperation","12","160","5.075"
"1","excavation","10","498","6.211"
"1","excavations","11","269","5.595"
"1","exceedingly","11","1,408","7.250"
"1","excellence","10","3,725","8.223"
"1","excellency","10","358","5.881"
"1","excellently","11","261","5.565"
"1","exception","9","18,729","9.838"
"1","exceptionable","13","5","1.609"
"1","exceptionally","13","1,893","7.546"
"1","excerpt","7","3,483","8.156"
"1","excesses","8","760","6.633"
"1","exchangeable","12","62","4.127"
"1","excise","6","448","6.105"
"1","excision","8","70","4.248"
"1","excitatory","10","87","4.466"
"1","excite","6","788","6.669"
"1","excitedly","9","381","5.943"
"1","exclaimed","9","1,467","7.291"
"1","exclaims","8","219","5.389"
"1","exclamation","11","730","6.593"
"1","exclamations","12","66","4.190"
"1","exclamatory","11","8","2.079"
"1","exclude","7","3,868","8.260"
"1","exclusion","9","2,375","7.773"
"1","exclusions","10","235","5.460"
"1","exclusive","9","7,845","8.968"
"1","exclusiveness","13","47","3.850"
"1","excrement","9","543","6.297"
"1","excrete","7","134","4.898"
"1","excursion","9","876","6.775"
"1","excursions","10","710","6.565"
"1","excuse","6","19,298","9.868"
"1","excused","7","639","6.460"
"1","executioner","11","704","6.557"
"1","executions","10","1,116","7.018"
"1","executives","10","3,024","8.014"
"1","executors","9","95","4.554"
"1","exemplary","9","702","6.554"
"1","exempt","6","2,644","7.880"
"1","exemption","9","2,229","7.709"
"1","exercise","8","19,538","9.880"
"1","exert","5","1,077","6.982"
"1","exerting","8","371","5.916"
"1","exhaling","8","112","4.718"
"1","exhaustible","11","11","2.398"
"1","exhausting","10","443","6.094"
"1","exhaustingly","12","1","0.000"
"1","exhaustion","10","947","6.853"
"1","exhibited","9","1,163","7.059"
"1","exhibition","10","3,096","8.038"
"1","exhilarate","10","2","0.693"
"1","exhortations","12","63","4.143"
"1","exhumations","11","12","2.485"
"1","exiles","6","511","6.236"
"1","existential","11","485","6.184"
"1","existentialists","15","26","3.258"
"1","existing","8","31,565","10.360"
"1","exists","6","27,339","10.216"
"1","exogamous","9","11","2.398"
"1","exonerate","9","102","4.625"
"1","exoneration","11","35","3.555"
"1","exorcise","8","134","4.898"
"1","exorcize","8","5","1.609"
"1","exothermic","10","64","4.159"
"1","expand","6","12,699","9.449"
"1","expandable","10","1,258","7.137"
"1","expanded","8","7,948","8.981"
"1","expansive","9","471","6.155"
"1","expansiveness","13","11","2.398"
"1","expatriate","10","496","6.207"
"1","expectable","10","15","2.708"
"1","expectancy","10","951","6.858"
"1","expectant","9","193","5.263"
"1","expectations","12","5,467","8.606"
"1","expectedly","10","25","3.219"
"1","expectorant","11","27","3.296"
"1","expedience","10","59","4.078"
"1","expedient","9","472","6.157"
"1","expeditiously","13","183","5.209"
"1","expelling","9","222","5.403"
"1","expend","6","538","6.288"
"1","expendable","10","670","6.507"
"1","expenditures","12","1,683","7.428"
"1","expense","7","10,514","9.260"
"1","experimentally","14","528","6.269"
"1","experimenting","13","2,341","7.758"
"1","expertise","9","12,649","9.445"
"1","expiration","10","2,466","7.810"
"1","explain","7","43,650","10.684"
"1","explanation","11","23,179","10.051"
"1","explanatory","11","701","6.553"
"1","expletive","9","190","5.247"
"1","explicate","9","81","4.394"
"1","explicit","8","7,232","8.886"
"1","exploding","9","2,106","7.653"
"1","exploiting","10","1,197","7.088"
"1","exploits","8","902","6.805"
"1","exploration","11","4,287","8.363"
"1","explorative","11","25","3.219"
"1","explore","7","10,339","9.244"
"1","explosion","9","5,867","8.677"
"1","explosively","11","113","4.727"
"1","expo","4","2,322","7.750"
"1","exponents","9","289","5.666"
"1","exposed","7","11,252","9.328"
"1","exposition","10","1,174","7.068"
"1","expositions","11","135","4.905"
"1","expostulation","13","4","1.386"
"1","expounding","10","150","5.011"
"1","express","7","25,308","10.139"
"1","expressed","9","30,956","10.340"
"1","expresses","9","1,455","7.283"
"1","expressionless","14","89","4.489"
"1","expressways","11","37","3.611"
"1","expropriated","12","89","4.489"
"1","expropriation","13","75","4.317"
"1","extemporaneous","14","36","3.584"
"1","extended","8","20,378","9.922"
"1","extends","7","2,845","7.953"
"1","extensions","10","12,149","9.405"
"1","exterior","8","3,034","8.018"
"1","exteriors","9","77","4.344"
"1","exterminating","13","208","5.338"
"1","extern","6","5,756","8.658"
"1","external","8","31,477","10.357"
"1","extinction","10","1,774","7.481"
"1","extinguished","12","382","5.945"
"1","extracted","9","5,480","8.609"
"1","extracting","10","3,232","8.081"
"1","extractors","10","102","4.625"
"1","extradite","9","190","5.247"
"1","extradition","11","476","6.165"
"1","extramarital","12","139","4.934"
"1","extrapolated","12","256","5.545"
"1","extrapolation","13","491","6.196"
"1","extras","6","3,902","8.269"
"1","extraterrestrial","16","1,127","7.027"
"1","extraterritorial","16","27","3.296"
"1","extravagance","12","73","4.290"
"1","extravagant","11","380","5.940"
"1","extremism","9","472","6.157"
"1","extrinsic","9","146","4.984"
"1","extruded","8","191","5.252"
"1","exuberance","10","158","5.063"
"1","exultant","8","51","3.932"
"1","eyeballs","8","450","6.109"
"1","eyebath","7","1","0.000"
"1","eyed","4","1,219","7.106"
"1","eyedrop","7","5","1.609"
"1","eyeglass","8","83","4.419"
"1","eyelash","7","92","4.522"
"1","eyeless","7","55","4.007"
"1","eyelet","6","157","5.056"
"1","eyepiece","8","536","6.284"
"1","eyeteeth","8","9","2.197"
"1","eyetooth","8","1","0.000"
"1","eyewash","7","17","2.833"
"1","Ezra","4","573","6.351"
"1","fabled","6","319","5.765"
"1","fabric","6","5,876","8.679"
"1","fabricated","10","856","6.752"
"1","fabrics","7","1,514","7.323"
"1","facades","7","91","4.511"
"1","face","4","77,706","11.261"
"1","facecloth","9","1","0.000"
"1","faces","5","9,384","9.147"
"1","facetious","9","390","5.966"
"1","facilitate","10","4,173","8.336"
"1","facilitation","12","320","5.768"
"1","facilitatory","12","1","0.000"
"1","facilities","10","13,801","9.532"
"1","facing","6","9,027","9.108"
